t:      z:         z':
-1.506   0.986383   0.202188
-1.507   0.986181   0.202103
-1.508   0.985979   0.202016
-1.509   0.985777   0.20193
-1.51   0.985575   0.201843
-1.511   0.985373   0.201756
-1.512   0.985171   0.201668
-1.513   0.98497   0.20158
-1.514   0.984768   0.201492
-1.515   0.984567   0.201403
-1.516   0.984365   0.201315
-1.517   0.984164   0.201225
-1.518   0.983963   0.201136
-1.519   0.983762   0.201046
-1.52   0.983561   0.200956
-1.521   0.98336   0.200865
-1.522   0.983159   0.200775
-1.523   0.982958   0.200683
-1.524   0.982758   0.200592
-1.525   0.982557   0.2005
-1.526   0.982357   0.200408
-1.527   0.982156   0.200316
-1.528   0.981956   0.200223
-1.529   0.981756   0.20013
-1.53   0.981556   0.200037
-1.531   0.981356   0.199943
-1.532   0.981156   0.199849
-1.533   0.980956   0.199755
-1.534   0.980756   0.19966
-1.535   0.980557   0.199565
-1.536   0.980357   0.19947
-1.537   0.980158   0.199374
-1.538   0.979959   0.199278
-1.539   0.979759   0.199182
-1.54   0.97956   0.199086
-1.541   0.979361   0.198989
-1.542   0.979162   0.198892
-1.543   0.978963   0.198795
-1.544   0.978765   0.198697
-1.545   0.978566   0.198599
-1.546   0.978367   0.198501
-1.547   0.978169   0.198402
-1.548   0.977971   0.198304
-1.549   0.977772   0.198204
-1.55   0.977574   0.198105
-1.551   0.977376   0.198005
-1.552   0.977178   0.197905
-1.553   0.97698   0.197805
-1.554   0.976783   0.197704
-1.555   0.976585   0.197603
-1.556   0.976387   0.197502
-1.557   0.97619   0.197401
-1.558   0.975993   0.197299
-1.559   0.975795   0.197197
-1.56   0.975598   0.197095
-1.561   0.975401   0.196992
-1.562   0.975204   0.196889
-1.563   0.975007   0.196786
-1.564   0.974811   0.196683
-1.565   0.974614   0.196579
-1.566   0.974417   0.196475
-1.567   0.974221   0.196371
-1.568   0.974025   0.196266
-1.569   0.973828   0.196161
-1.57   0.973632   0.196056
-1.571   0.973436   0.195951
-1.572   0.97324   0.195845
-1.573   0.973045   0.195739
-1.574   0.972849   0.195633
-1.575   0.972653   0.195526
-1.576   0.972458   0.19542
-1.577   0.972263   0.195313
-1.578   0.972067   0.195205
-1.579   0.971872   0.195098
-1.58   0.971677   0.19499
-1.581   0.971482   0.194882
-1.582   0.971287   0.194774
-1.583   0.971093   0.194665
-1.584   0.970898   0.194556
-1.585   0.970704   0.194447
-1.586   0.970509   0.194338
-1.587   0.970315   0.194228
-1.588   0.970121   0.194118
-1.589   0.969927   0.194008
-1.59   0.969733   0.193898
-1.591   0.969539   0.193787
-1.592   0.969345   0.193676
-1.593   0.969151   0.193565
-1.594   0.968958   0.193453
-1.595   0.968765   0.193342
-1.596   0.968571   0.19323
-1.597   0.968378   0.193118
-1.598   0.968185   0.193005
-1.599   0.967992   0.192892
-1.6   0.967799   0.19278
-1.601   0.967607   0.192666
-1.602   0.967414   0.192553
-1.603   0.967221   0.192439
-1.604   0.967029   0.192325
-1.605   0.966837   0.192211
-1.606   0.966645   0.192097
-1.607   0.966453   0.191982
-1.608   0.966261   0.191867
-1.609   0.966069   0.191752
-1.61   0.965877   0.191637
-1.611   0.965686   0.191521
-1.612   0.965494   0.191405
-1.613   0.965303   0.191289
-1.614   0.965112   0.191173
-1.615   0.96492   0.191057
-1.616   0.964729   0.19094
-1.617   0.964539   0.190823
-1.618   0.964348   0.190706
-1.619   0.964157   0.190588
-1.62   0.963967   0.19047
-1.621   0.963776   0.190353
-1.622   0.963586   0.190234
-1.623   0.963396   0.190116
-1.624   0.963206   0.189997
-1.625   0.963016   0.189879
-1.626   0.962826   0.18976
-1.627   0.962636   0.18964
-1.628   0.962447   0.189521
-1.629   0.962257   0.189401
-1.63   0.962068   0.189281
-1.631   0.961879   0.189161
-1.632   0.961689   0.189041
-1.633   0.961501   0.18892
-1.634   0.961312   0.188799
-1.635   0.961123   0.188678
-1.636   0.960934   0.188557
-1.637   0.960746   0.188436
-1.638   0.960557   0.188314
-1.639   0.960369   0.188192
-1.64   0.960181   0.18807
-1.641   0.959993   0.187948
-1.642   0.959805   0.187825
-1.643   0.959617   0.187703
-1.644   0.95943   0.18758
-1.645   0.959242   0.187457
-1.646   0.959055   0.187333
-1.647   0.958868   0.18721
-1.648   0.95868   0.187086
-1.649   0.958493   0.186962
-1.65   0.958306   0.186838
-1.651   0.95812   0.186714
-1.652   0.957933   0.186589
-1.653   0.957747   0.186464
-1.654   0.95756   0.186339
-1.655   0.957374   0.186214
-1.656   0.957188   0.186089
-1.657   0.957002   0.185963
-1.658   0.956816   0.185838
-1.659   0.95663   0.185712
-1.66   0.956444   0.185586
-1.661   0.956259   0.185459
-1.662   0.956073   0.185333
-1.663   0.955888   0.185206
-1.664   0.955703   0.185079
-1.665   0.955518   0.184952
-1.666   0.955333   0.184825
-1.667   0.955148   0.184697
-1.668   0.954964   0.18457
-1.669   0.954779   0.184442
-1.67   0.954595   0.184314
-1.671   0.954411   0.184186
-1.672   0.954226   0.184057
-1.673   0.954042   0.183929
-1.674   0.953859   0.1838
-1.675   0.953675   0.183671
-1.676   0.953491   0.183542
-1.677   0.953308   0.183413
-1.678   0.953124   0.183283
-1.679   0.952941   0.183154
-1.68   0.952758   0.183024
-1.681   0.952575   0.182894
-1.682   0.952392   0.182764
-1.683   0.95221   0.182633
-1.684   0.952027   0.182503
-1.685   0.951845   0.182372
-1.686   0.951662   0.182241
-1.687   0.95148   0.18211
-1.688   0.951298   0.181979
-1.689   0.951116   0.181848
-1.69   0.950934   0.181716
-1.691   0.950753   0.181584
-1.692   0.950571   0.181452
-1.693   0.95039   0.18132
-1.694   0.950209   0.181188
-1.695   0.950027   0.181056
-1.696   0.949846   0.180923
-1.697   0.949666   0.18079
-1.698   0.949485   0.180658
-1.699   0.949304   0.180525
-1.7   0.949124   0.180391
-1.701   0.948944   0.180258
-1.702   0.948763   0.180125
-1.703   0.948583   0.179991
-1.704   0.948403   0.179857
-1.705   0.948224   0.179723
-1.706   0.948044   0.179589
-1.707   0.947864   0.179455
-1.708   0.947685   0.17932
-1.709   0.947506   0.179186
-1.71   0.947327   0.179051
-1.711   0.947148   0.178916
-1.712   0.946969   0.178781
-1.713   0.94679   0.178646
-1.714   0.946612   0.17851
-1.715   0.946433   0.178375
-1.716   0.946255   0.178239
-1.717   0.946077   0.178103
-1.718   0.945899   0.177967
-1.719   0.945721   0.177831
-1.72   0.945543   0.177695
-1.721   0.945365   0.177558
-1.722   0.945188   0.177422
-1.723   0.94501   0.177285
-1.724   0.944833   0.177148
-1.725   0.944656   0.177011
-1.726   0.944479   0.176874
-1.727   0.944302   0.176737
-1.728   0.944126   0.1766
-1.729   0.943949   0.176462
-1.73   0.943773   0.176325
-1.731   0.943597   0.176187
-1.732   0.94342   0.176049
-1.733   0.943244   0.175911
-1.734   0.943069   0.175773
-1.735   0.942893   0.175634
-1.736   0.942717   0.175496
-1.737   0.942542   0.175357
-1.738   0.942367   0.175218
-1.739   0.942191   0.17508
-1.74   0.942016   0.174941
-1.741   0.941842   0.174802
-1.742   0.941667   0.174662
-1.743   0.941492   0.174523
-1.744   0.941318   0.174383
-1.745   0.941143   0.174244
-1.746   0.940969   0.174104
-1.747   0.940795   0.173964
-1.748   0.940621   0.173824
-1.749   0.940448   0.173684
-1.75   0.940274   0.173544
-1.751   0.940101   0.173403
-1.752   0.939927   0.173263
-1.753   0.939754   0.173122
-1.754   0.939581   0.172982
-1.755   0.939408   0.172841
-1.756   0.939235   0.1727
-1.757   0.939063   0.172559
-1.758   0.93889   0.172417
-1.759   0.938718   0.172276
-1.76   0.938546   0.172135
-1.761   0.938374   0.171993
-1.762   0.938202   0.171852
-1.763   0.93803   0.17171
-1.764   0.937858   0.171568
-1.765   0.937687   0.171426
-1.766   0.937515   0.171284
-1.767   0.937344   0.171142
-1.768   0.937173   0.170999
-1.769   0.937002   0.170857
-1.77   0.936831   0.170714
-1.771   0.936661   0.170572
-1.772   0.93649   0.170429
-1.773   0.93632   0.170286
-1.774   0.93615   0.170143
-1.775   0.93598   0.17
-1.776   0.93581   0.169857
-1.777   0.93564   0.169714
-1.778   0.93547   0.16957
-1.779   0.935301   0.169427
-1.78   0.935131   0.169283
-1.781   0.934962   0.169139
-1.782   0.934793   0.168996
-1.783   0.934624   0.168852
-1.784   0.934455   0.168708
-1.785   0.934287   0.168564
-1.786   0.934118   0.16842
-1.787   0.93395   0.168275
-1.788   0.933782   0.168131
-1.789   0.933614   0.167987
-1.79   0.933446   0.167842
-1.791   0.933278   0.167697
-1.792   0.93311   0.167553
-1.793   0.932943   0.167408
-1.794   0.932776   0.167263
-1.795   0.932608   0.167118
-1.796   0.932441   0.166973
-1.797   0.932274   0.166828
-1.798   0.932108   0.166682
-1.799   0.931941   0.166537
-1.8   0.931775   0.166392
-1.801   0.931608   0.166246
-1.802   0.931442   0.1661
-1.803   0.931276   0.165955
-1.804   0.93111   0.165809
-1.805   0.930944   0.165663
-1.806   0.930779   0.165517
-1.807   0.930613   0.165371
-1.808   0.930448   0.165225
-1.809   0.930283   0.165079
-1.81   0.930118   0.164933
-1.811   0.929953   0.164786
-1.812   0.929788   0.16464
-1.813   0.929624   0.164493
-1.814   0.929459   0.164347
-1.815   0.929295   0.1642
-1.816   0.929131   0.164053
-1.817   0.928967   0.163907
-1.818   0.928803   0.16376
-1.819   0.928639   0.163613
-1.82   0.928476   0.163466
-1.821   0.928313   0.163319
-1.822   0.928149   0.163171
-1.823   0.927986   0.163024
-1.824   0.927823   0.162877
-1.825   0.92766   0.162729
-1.826   0.927498   0.162582
-1.827   0.927335   0.162434
-1.828   0.927173   0.162287
-1.829   0.927011   0.162139
-1.83   0.926849   0.161991
-1.831   0.926687   0.161844
-1.832   0.926525   0.161696
-1.833   0.926363   0.161548
-1.834   0.926202   0.1614
-1.835   0.926041   0.161252
-1.836   0.925879   0.161104
-1.837   0.925718   0.160955
-1.838   0.925557   0.160807
-1.839   0.925397   0.160659
-1.84   0.925236   0.160511
-1.841   0.925076   0.160362
-1.842   0.924915   0.160214
-1.843   0.924755   0.160065
-1.844   0.924595   0.159916
-1.845   0.924435   0.159768
-1.846   0.924276   0.159619
-1.847   0.924116   0.15947
-1.848   0.923957   0.159322
-1.849   0.923798   0.159173
-1.85   0.923638   0.159024
-1.851   0.923479   0.158875
-1.852   0.923321   0.158726
-1.853   0.923162   0.158577
-1.854   0.923004   0.158427
-1.855   0.922845   0.158278
-1.856   0.922687   0.158129
-1.857   0.922529   0.15798
-1.858   0.922371   0.15783
-1.859   0.922213   0.157681
-1.86   0.922056   0.157531
-1.861   0.921898   0.157382
-1.862   0.921741   0.157232
-1.863   0.921584   0.157083
-1.864   0.921427   0.156933
-1.865   0.92127   0.156784
-1.866   0.921113   0.156634
-1.867   0.920957   0.156484
-1.868   0.9208   0.156334
-1.869   0.920644   0.156184
-1.87   0.920488   0.156035
-1.871   0.920332   0.155885
-1.872   0.920176   0.155735
-1.873   0.92002   0.155585
-1.874   0.919865   0.155435
-1.875   0.91971   0.155284
-1.876   0.919554   0.155134
-1.877   0.919399   0.154984
-1.878   0.919244   0.154834
-1.879   0.91909   0.154684
-1.88   0.918935   0.154533
-1.881   0.918781   0.154383
-1.882   0.918626   0.154233
-1.883   0.918472   0.154082
-1.884   0.918318   0.153932
-1.885   0.918164   0.153781
-1.886   0.91801   0.153631
-1.887   0.917857   0.15348
-1.888   0.917704   0.15333
-1.889   0.91755   0.153179
-1.89   0.917397   0.153029
-1.891   0.917244   0.152878
-1.892   0.917091   0.152727
-1.893   0.916939   0.152577
-1.894   0.916786   0.152426
-1.895   0.916634   0.152275
-1.896   0.916482   0.152124
-1.897   0.91633   0.151974
-1.898   0.916178   0.151823
-1.899   0.916026   0.151672
-1.9   0.915874   0.151521
-1.901   0.915723   0.15137
-1.902   0.915572   0.151219
-1.903   0.915421   0.151068
-1.904   0.91527   0.150917
-1.905   0.915119   0.150766
-1.906   0.914968   0.150615
-1.907   0.914817   0.150464
-1.908   0.914667   0.150313
-1.909   0.914517   0.150162
-1.91   0.914367   0.150011
-1.911   0.914217   0.14986
-1.912   0.914067   0.149708
-1.913   0.913917   0.149557
-1.914   0.913768   0.149406
-1.915   0.913619   0.149255
-1.916   0.913469   0.149104
-1.917   0.91332   0.148952
-1.918   0.913172   0.148801
-1.919   0.913023   0.14865
-1.92   0.912874   0.148499
-1.921   0.912726   0.148347
-1.922   0.912578   0.148196
-1.923   0.912429   0.148045
-1.924   0.912281   0.147893
-1.925   0.912134   0.147742
-1.926   0.911986   0.147591
-1.927   0.911838   0.147439
-1.928   0.911691   0.147288
-1.929   0.911544   0.147137
-1.93   0.911397   0.146985
-1.931   0.91125   0.146834
-1.932   0.911103   0.146682
-1.933   0.910957   0.146531
-1.934   0.91081   0.14638
-1.935   0.910664   0.146228
-1.936   0.910518   0.146077
-1.937   0.910372   0.145925
-1.938   0.910226   0.145774
-1.939   0.91008   0.145622
-1.94   0.909935   0.145471
-1.941   0.909789   0.14532
-1.942   0.909644   0.145168
-1.943   0.909499   0.145017
-1.944   0.909354   0.144865
-1.945   0.909209   0.144714
-1.946   0.909064   0.144562
-1.947   0.90892   0.144411
-1.948   0.908776   0.144259
-1.949   0.908631   0.144108
-1.95   0.908487   0.143956
-1.951   0.908343   0.143805
-1.952   0.9082   0.143653
-1.953   0.908056   0.143502
-1.954   0.907913   0.143351
-1.955   0.907769   0.143199
-1.956   0.907626   0.143048
-1.957   0.907483   0.142896
-1.958   0.907341   0.142745
-1.959   0.907198   0.142593
-1.96   0.907055   0.142442
-1.961   0.906913   0.142291
-1.962   0.906771   0.142139
-1.963   0.906629   0.141988
-1.964   0.906487   0.141836
-1.965   0.906345   0.141685
-1.966   0.906203   0.141534
-1.967   0.906062   0.141382
-1.968   0.905921   0.141231
-1.969   0.90578   0.141079
-1.97   0.905639   0.140928
-1.971   0.905498   0.140777
-1.972   0.905357   0.140626
-1.973   0.905216   0.140474
-1.974   0.905076   0.140323
-1.975   0.904936   0.140172
-1.976   0.904796   0.14002
-1.977   0.904656   0.139869
-1.978   0.904516   0.139718
-1.979   0.904376   0.139567
-1.98   0.904237   0.139415
-1.981   0.904097   0.139264
-1.982   0.903958   0.139113
-1.983   0.903819   0.138962
-1.984   0.90368   0.138811
-1.985   0.903542   0.13866
-1.986   0.903403   0.138509
-1.987   0.903265   0.138358
-1.988   0.903126   0.138206
-1.989   0.902988   0.138055
-1.99   0.90285   0.137904
-1.991   0.902712   0.137753
-1.992   0.902575   0.137602
-1.993   0.902437   0.137451
-1.994   0.9023   0.1373
-1.995   0.902163   0.13715
-1.996   0.902026   0.136999
-1.997   0.901889   0.136848
-1.998   0.901752   0.136697
-1.999   0.901615   0.136546
-2   0.901479   0.136395
-2.001   0.901342   0.136245
-2.002   0.901206   0.136094
-2.003   0.90107   0.135943
-2.004   0.900934   0.135792
-2.005   0.900799   0.135642
-2.006   0.900663   0.135491
-2.007   0.900528   0.13534
-2.008   0.900392   0.13519
-2.009   0.900257   0.135039
-2.01   0.900122   0.134889
-2.011   0.899987   0.134738
-2.012   0.899853   0.134588
-2.013   0.899718   0.134437
-2.014   0.899584   0.134287
-2.015   0.89945   0.134137
-2.016   0.899316   0.133986
-2.017   0.899182   0.133836
-2.018   0.899048   0.133686
-2.019   0.898914   0.133535
-2.02   0.898781   0.133385
-2.021   0.898648   0.133235
-2.022   0.898514   0.133085
-2.023   0.898381   0.132935
-2.024   0.898249   0.132785
-2.025   0.898116   0.132634
-2.026   0.897983   0.132484
-2.027   0.897851   0.132334
-2.028   0.897719   0.132184
-2.029   0.897587   0.132035
-2.03   0.897455   0.131885
-2.031   0.897323   0.131735
-2.032   0.897191   0.131585
-2.033   0.89706   0.131435
-2.034   0.896928   0.131286
-2.035   0.896797   0.131136
-2.036   0.896666   0.130986
-2.037   0.896535   0.130837
-2.038   0.896404   0.130687
-2.039   0.896274   0.130538
-2.04   0.896143   0.130388
-2.041   0.896013   0.130239
-2.042   0.895883   0.130089
-2.043   0.895753   0.12994
-2.044   0.895623   0.129791
-2.045   0.895493   0.129641
-2.046   0.895364   0.129492
-2.047   0.895234   0.129343
-2.048   0.895105   0.129194
-2.049   0.894976   0.129045
-2.05   0.894847   0.128895
-2.051   0.894718   0.128746
-2.052   0.894589   0.128597
-2.053   0.894461   0.128449
-2.054   0.894332   0.1283
-2.055   0.894204   0.128151
-2.056   0.894076   0.128002
-2.057   0.893948   0.127853
-2.058   0.89382   0.127705
-2.059   0.893693   0.127556
-2.06   0.893565   0.127407
-2.061   0.893438   0.127259
-2.062   0.893311   0.12711
-2.063   0.893184   0.126962
-2.064   0.893057   0.126814
-2.065   0.89293   0.126665
-2.066   0.892804   0.126517
-2.067   0.892677   0.126369
-2.068   0.892551   0.12622
-2.069   0.892425   0.126072
-2.07   0.892299   0.125924
-2.071   0.892173   0.125776
-2.072   0.892047   0.125628
-2.073   0.891922   0.12548
-2.074   0.891796   0.125332
-2.075   0.891671   0.125185
-2.076   0.891546   0.125037
-2.077   0.891421   0.124889
-2.078   0.891296   0.124741
-2.079   0.891171   0.124594
-2.08   0.891047   0.124446
-2.081   0.890922   0.124299
-2.082   0.890798   0.124151
-2.083   0.890674   0.124004
-2.084   0.89055   0.123857
-2.085   0.890426   0.123709
-2.086   0.890303   0.123562
-2.087   0.890179   0.123415
-2.088   0.890056   0.123268
-2.089   0.889933   0.123121
-2.09   0.88981   0.122974
-2.091   0.889687   0.122827
-2.092   0.889564   0.12268
-2.093   0.889441   0.122533
-2.094   0.889319   0.122386
-2.095   0.889197   0.12224
-2.096   0.889075   0.122093
-2.097   0.888952   0.121946
-2.098   0.888831   0.1218
-2.099   0.888709   0.121654
-2.1   0.888587   0.121507
-2.101   0.888466   0.121361
-2.102   0.888345   0.121215
-2.103   0.888223   0.121068
-2.104   0.888102   0.120922
-2.105   0.887982   0.120776
-2.106   0.887861   0.12063
-2.107   0.88774   0.120484
-2.108   0.88762   0.120338
-2.109   0.8875   0.120193
-2.11   0.88738   0.120047
-2.111   0.88726   0.119901
-2.112   0.88714   0.119755
-2.113   0.88702   0.11961
-2.114   0.886901   0.119464
-2.115   0.886781   0.119319
-2.116   0.886662   0.119174
-2.117   0.886543   0.119028
-2.118   0.886424   0.118883
-2.119   0.886305   0.118738
-2.12   0.886186   0.118593
-2.121   0.886068   0.118448
-2.122   0.885949   0.118303
-2.123   0.885831   0.118158
-2.124   0.885713   0.118013
-2.125   0.885595   0.117869
-2.126   0.885477   0.117724
-2.127   0.88536   0.117579
-2.128   0.885242   0.117435
-2.129   0.885125   0.11729
-2.13   0.885008   0.117146
-2.131   0.884891   0.117002
-2.132   0.884774   0.116857
-2.133   0.884657   0.116713
-2.134   0.88454   0.116569
-2.135   0.884424   0.116425
-2.136   0.884307   0.116281
-2.137   0.884191   0.116137
-2.138   0.884075   0.115993
-2.139   0.883959   0.11585
-2.14   0.883843   0.115706
-2.141   0.883728   0.115562
-2.142   0.883612   0.115419
-2.143   0.883497   0.115276
-2.144   0.883382   0.115132
-2.145   0.883267   0.114989
-2.146   0.883152   0.114846
-2.147   0.883037   0.114703
-2.148   0.882922   0.114559
-2.149   0.882808   0.114416
-2.15   0.882694   0.114274
-2.151   0.882579   0.114131
-2.152   0.882465   0.113988
-2.153   0.882351   0.113845
-2.154   0.882238   0.113703
-2.155   0.882124   0.11356
-2.156   0.88201   0.113418
-2.157   0.881897   0.113275
-2.158   0.881784   0.113133
-2.159   0.881671   0.112991
-2.16   0.881558   0.112849
-2.161   0.881445   0.112707
-2.162   0.881333   0.112565
-2.163   0.88122   0.112423
-2.164   0.881108   0.112281
-2.165   0.880995   0.112139
-2.166   0.880883   0.111998
-2.167   0.880771   0.111856
-2.168   0.88066   0.111715
-2.169   0.880548   0.111573
-2.17   0.880437   0.111432
-2.171   0.880325   0.111291
-2.172   0.880214   0.11115
-2.173   0.880103   0.111008
-2.174   0.879992   0.110867
-2.175   0.879881   0.110727
-2.176   0.87977   0.110586
-2.177   0.87966   0.110445
-2.178   0.87955   0.110304
-2.179   0.879439   0.110164
-2.18   0.879329   0.110023
-2.181   0.879219   0.109883
-2.182   0.879109   0.109743
-2.183   0.879   0.109602
-2.184   0.87889   0.109462
-2.185   0.878781   0.109322
-2.186   0.878672   0.109182
-2.187   0.878563   0.109042
-2.188   0.878454   0.108902
-2.189   0.878345   0.108763
-2.19   0.878236   0.108623
-2.191   0.878127   0.108483
-2.192   0.878019   0.108344
-2.193   0.877911   0.108205
-2.194   0.877803   0.108065
-2.195   0.877695   0.107926
-2.196   0.877587   0.107787
-2.197   0.877479   0.107648
-2.198   0.877372   0.107509
-2.199   0.877264   0.10737
-2.2   0.877157   0.107231
-2.201   0.87705   0.107093
-2.202   0.876943   0.106954
-2.203   0.876836   0.106816
-2.204   0.876729   0.106677
-2.205   0.876622   0.106539
-2.206   0.876516   0.106401
-2.207   0.87641   0.106263
-2.208   0.876303   0.106125
-2.209   0.876197   0.105987
-2.21   0.876091   0.105849
-2.211   0.875986   0.105711
-2.212   0.87588   0.105573
-2.213   0.875774   0.105436
-2.214   0.875669   0.105298
-2.215   0.875564   0.105161
-2.216   0.875459   0.105023
-2.217   0.875354   0.104886
-2.218   0.875249   0.104749
-2.219   0.875144   0.104612
-2.22   0.87504   0.104475
-2.221   0.874935   0.104338
-2.222   0.874831   0.104202
-2.223   0.874727   0.104065
-2.224   0.874623   0.103928
-2.225   0.874519   0.103792
-2.226   0.874415   0.103655
-2.227   0.874312   0.103519
-2.228   0.874208   0.103383
-2.229   0.874105   0.103247
-2.23   0.874002   0.103111
-2.231   0.873899   0.102975
-2.232   0.873796   0.102839
-2.233   0.873693   0.102703
-2.234   0.87359   0.102568
-2.235   0.873488   0.102432
-2.236   0.873386   0.102297
-2.237   0.873283   0.102161
-2.238   0.873181   0.102026
-2.239   0.873079   0.101891
-2.24   0.872978   0.101756
-2.241   0.872876   0.101621
-2.242   0.872774   0.101486
-2.243   0.872673   0.101351
-2.244   0.872572   0.101217
-2.245   0.87247   0.101082
-2.246   0.872369   0.100948
-2.247   0.872269   0.100813
-2.248   0.872168   0.100679
-2.249   0.872067   0.100545
-2.25   0.871967   0.100411
-2.251   0.871866   0.100277
-2.252   0.871766   0.100143
-2.253   0.871666   0.100009
-2.254   0.871566   0.0998757
-2.255   0.871466   0.0997421
-2.256   0.871367   0.0996086
-2.257   0.871267   0.0994752
-2.258   0.871168   0.099342
-2.259   0.871068   0.0992088
-2.26   0.870969   0.0990757
-2.261   0.87087   0.0989427
-2.262   0.870771   0.0988099
-2.263   0.870673   0.0986771
-2.264   0.870574   0.0985444
-2.265   0.870476   0.0984118
-2.266   0.870377   0.0982794
-2.267   0.870279   0.098147
-2.268   0.870181   0.0980147
-2.269   0.870083   0.0978826
-2.27   0.869985   0.0977505
-2.271   0.869887   0.0976185
-2.272   0.86979   0.0974867
-2.273   0.869692   0.0973549
-2.274   0.869595   0.0972233
-2.275   0.869498   0.0970917
-2.276   0.869401   0.0969603
-2.277   0.869304   0.0968289
-2.278   0.869207   0.0966977
-2.279   0.869111   0.0965665
-2.28   0.869014   0.0964355
-2.281   0.868918   0.0963046
-2.282   0.868822   0.0961737
-2.283   0.868725   0.096043
-2.284   0.86863   0.0959124
-2.285   0.868534   0.0957819
-2.286   0.868438   0.0956514
-2.287   0.868342   0.0955211
-2.288   0.868247   0.0953909
-2.289   0.868152   0.0952608
-2.29   0.868056   0.0951308
-2.291   0.867961   0.0950009
-2.292   0.867866   0.0948711
-2.293   0.867772   0.0947415
-2.294   0.867677   0.0946119
-2.295   0.867582   0.0944824
-2.296   0.867488   0.0943531
-2.297   0.867394   0.0942238
-2.298   0.867299   0.0940946
-2.299   0.867205   0.0939656
-2.3   0.867112   0.0938366
-2.301   0.867018   0.0937078
-2.302   0.866924   0.0935791
-2.303   0.866831   0.0934505
-2.304   0.866737   0.0933219
-2.305   0.866644   0.0931935
-2.306   0.866551   0.0930652
-2.307   0.866458   0.092937
-2.308   0.866365   0.0928089
-2.309   0.866272   0.092681
-2.31   0.86618   0.0925531
-2.311   0.866087   0.0924253
-2.312   0.865995   0.0922977
-2.313   0.865903   0.0921701
-2.314   0.86581   0.0920427
-2.315   0.865718   0.0919153
-2.316   0.865627   0.0917881
-2.317   0.865535   0.091661
-2.318   0.865443   0.091534
-2.319   0.865352   0.0914071
-2.32   0.86526   0.0912803
-2.321   0.865169   0.0911536
-2.322   0.865078   0.091027
-2.323   0.864987   0.0909006
-2.324   0.864896   0.0907742
-2.325   0.864806   0.090648
-2.326   0.864715   0.0905218
-2.327   0.864625   0.0903958
-2.328   0.864534   0.0902699
-2.329   0.864444   0.0901441
-2.33   0.864354   0.0900184
-2.331   0.864264   0.0898928
-2.332   0.864174   0.0897673
-2.333   0.864084   0.0896419
-2.334   0.863995   0.0895167
-2.335   0.863905   0.0893915
-2.336   0.863816   0.0892665
-2.337   0.863727   0.0891416
-2.338   0.863638   0.0890167
-2.339   0.863549   0.088892
-2.34   0.86346   0.0887674
-2.341   0.863371   0.088643
-2.342   0.863283   0.0885186
-2.343   0.863194   0.0883943
-2.344   0.863106   0.0882702
-2.345   0.863018   0.0881461
-2.346   0.86293   0.0880222
-2.347   0.862842   0.0878984
-2.348   0.862754   0.0877747
-2.349   0.862666   0.0876511
-2.35   0.862579   0.0875276
-2.351   0.862491   0.0874042
-2.352   0.862404   0.087281
-2.353   0.862317   0.0871578
-2.354   0.862229   0.0870348
-2.355   0.862142   0.0869119
-2.356   0.862056   0.0867891
-2.357   0.861969   0.0866664
-2.358   0.861882   0.0865438
-2.359   0.861796   0.0864213
-2.36   0.861709   0.0862989
-2.361   0.861623   0.0861767
-2.362   0.861537   0.0860546
-2.363   0.861451   0.0859325
-2.364   0.861365   0.0858106
-2.365   0.86128   0.0856888
-2.366   0.861194   0.0855672
-2.367   0.861108   0.0854456
-2.368   0.861023   0.0853241
-2.369   0.860938   0.0852028
-2.37   0.860853   0.0850816
-2.371   0.860768   0.0849605
-2.372   0.860683   0.0848395
-2.373   0.860598   0.0847186
-2.374   0.860513   0.0845978
-2.375   0.860429   0.0844771
-2.376   0.860344   0.0843566
-2.377   0.86026   0.0842362
-2.378   0.860176   0.0841159
-2.379   0.860092   0.0839956
-2.38   0.860008   0.0838756
-2.381   0.859924   0.0837556
-2.382   0.85984   0.0836357
-2.383   0.859757   0.083516
-2.384   0.859673   0.0833964
-2.385   0.85959   0.0832768
-2.386   0.859507   0.0831574
-2.387   0.859424   0.0830382
-2.388   0.859341   0.082919
-2.389   0.859258   0.0827999
-2.39   0.859175   0.082681
-2.391   0.859092   0.0825622
-2.392   0.85901   0.0824435
-2.393   0.858928   0.0823249
-2.394   0.858845   0.0822064
-2.395   0.858763   0.082088
-2.396   0.858681   0.0819698
-2.397   0.858599   0.0818517
-2.398   0.858517   0.0817336
-2.399   0.858436   0.0816157
-2.4   0.858354   0.081498
-2.401   0.858273   0.0813803
-2.402   0.858191   0.0812627
-2.403   0.85811   0.0811453
-2.404   0.858029   0.081028
-2.405   0.857948   0.0809108
-2.406   0.857867   0.0807937
-2.407   0.857787   0.0806767
-2.408   0.857706   0.0805598
-2.409   0.857625   0.0804431
-2.41   0.857545   0.0803265
-2.411   0.857465   0.08021
-2.412   0.857385   0.0800936
-2.413   0.857305   0.0799773
-2.414   0.857225   0.0798611
-2.415   0.857145   0.0797451
-2.416   0.857065   0.0796292
-2.417   0.856986   0.0795134
-2.418   0.856906   0.0793977
-2.419   0.856827   0.0792821
-2.42   0.856748   0.0791666
-2.421   0.856668   0.0790513
-2.422   0.856589   0.0789361
-2.423   0.856511   0.078821
-2.424   0.856432   0.078706
-2.425   0.856353   0.0785911
-2.426   0.856275   0.0784764
-2.427   0.856196   0.0783617
